日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20250731,じげん,3679,情報・通信業,0.0030%,TOPIX Small 1
20250731,ブイキューブ,3681,情報・通信業,0.0005%,TOPIX Small 2
20250731,フィックスターズ,3687,情報・通信業,0.0068%,TOPIX Small 2
20250731,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,情報・通信業,0.0028%,TOPIX Small 2
20250731,北里コーポレーション,368A,精密機器,0.0032%,TOPIX Small 2
20250731,オプティム,3694,情報・通信業,0.0013%,TOPIX Small 2
20250731,セレス,3696,情報・通信業,0.0026%,TOPIX Small 2
20250731,ＳＨＩＦＴ,3697,情報・通信業,0.0346%,TOPIX Mid400
20250731,特種東海製紙,3708,パルプ・紙,0.0046%,TOPIX Small 2
20250731,セック,3741,情報・通信業,0.0022%,TOPIX Small 2
20250731,テクマトリックス,3762,情報・通信業,0.0112%,TOPIX Small 1
20250731,プロシップ,3763,情報・通信業,0.0031%,TOPIX Small 2
20250731,ガンホー・オンライン・エンターテイメント,3765,情報・通信業,0.0162%,TOPIX Mid400
20250731,ＧＭＯペイメントゲートウェイ,3769,情報・通信業,0.0409%,TOPIX Mid400
20250731,システムリサーチ,3771,情報・通信業,0.0036%,TOPIX Small 2
20250731,インターネットイニシアティブ,3774,情報・通信業,0.0366%,TOPIX Mid400
20250731,さくらインターネット,3778,情報・通信業,0.0111%,TOPIX Small 1
20250731,ＧＭＯグローバルサイン・ホールディングス,3788,情報・通信業,0.0017%,TOPIX Small 2
20250731,ＳＲＡホールディングス,3817,情報・通信業,0.0063%,TOPIX Small 2
20250731,朝日ネット,3834,情報・通信業,0.0018%,TOPIX Small 2
20250731,ｅＢＡＳＥ,3835,情報・通信業,0.0017%,TOPIX Small 2
20250731,アバントグループ,3836,情報・通信業,0.0051%,TOPIX Small 2
20250731,アドソル日進,3837,情報・通信業,0.0026%,TOPIX Small 2
20250731,フリービット,3843,情報・通信業,0.0019%,TOPIX Small 2
20250731,コムチュア,3844,情報・通信業,0.0056%,TOPIX Small 1
20250731,アステリア,3853,情報・通信業,0.0012%,TOPIX Small 2
20250731,アイル,3854,情報・通信業,0.0038%,TOPIX Small 2
20250731,王子ホールディングス,3861,パルプ・紙,0.0672%,TOPIX Mid400
20250731,日本製紙,3863,パルプ・紙,0.0139%,TOPIX Small 1
20250731,北越コーポレーション,3865,パルプ・紙,0.0138%,TOPIX Small 1
20250731,大王製紙,3880,パルプ・紙,0.0102%,TOPIX Small 1
20250731,マークラインズ,3901,情報・通信業,0.0028%,TOPIX Small 2
20250731,メディカル・データ・ビジョン,3902,情報・通信業,0.0012%,TOPIX Small 2
20250731,ｇｕｍｉ,3903,情報・通信業,0.0028%,TOPIX Small 2
20250731,テラスカイ,3915,情報・通信業,0.0022%,TOPIX Small 2
20250731,デジタル・インフォメーション・テクノロジー,3916,情報・通信業,0.0036%,TOPIX Small 2
20250731,ネオジャパン,3921,情報・通信業,0.0011%,TOPIX Small 2
20250731,ＰＲ　ＴＩＭＥＳ,3922,情報・通信業,0.0014%,TOPIX Small 2
20250731,ラクス,3923,情報・通信業,0.0265%,TOPIX Mid400
20250731,ダブルスタンダード,3925,情報・通信業,0.0014%,TOPIX Small 2
20250731,オープンドア,3926,情報・通信業,0.0009%,TOPIX Small 2
20250731,アカツキ,3932,情報・通信業,0.0035%,TOPIX Small 2
20250731,Ｕｂｉｃｏｍホールディングス,3937,情報・通信業,0.0008%,TOPIX Small 2
20250731,カナミックネットワーク,3939,情報・通信業,0.0013%,TOPIX Small 2
20250731,レンゴー,3941,パルプ・紙,0.0192%,TOPIX Mid400
20250731,トーモク,3946,パルプ・紙,0.0046%,TOPIX Small 2
20250731,ザ・パック,3950,パルプ・紙,0.0055%,TOPIX Small 2
20250731,チェンジホールディングス,3962,情報・通信業,0.0069%,TOPIX Small 1
20250731,オークネット,3964,情報・通信業,0.0038%,TOPIX Small 2
20250731,オロ,3983,情報・通信業,0.0032%,TOPIX Small 2
20250731,ユーザーローカル,3984,情報・通信業,0.0022%,TOPIX Small 2
20250731,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,3993,情報・通信業,0.0102%,TOPIX Small 2
20250731,マネーフォワード,3994,情報・通信業,0.0331%,TOPIX Mid400
20250731,レゾナック・ホールディングス,4004,化学,0.0850%,TOPIX Mid400
20250731,住友化学,4005,化学,0.0733%,TOPIX Mid400
20250731,住友精化,4008,化学,0.0051%,TOPIX Small 1
20250731,日産化学,4021,化学,0.0606%,TOPIX Mid400
20250731,ラサ工業,4022,化学,0.0036%,TOPIX Small 2
20250731,クレハ,4023,化学,0.0155%,TOPIX Small 1
20250731,多木化学,4025,化学,0.0027%,TOPIX Small 2
20250731,テイカ,4027,化学,0.0021%,TOPIX Small 2
20250731,石原産業,4028,化学,0.0087%,TOPIX Small 1
20250731,日本曹達,4041,化学,0.0174%,TOPIX Small 1
20250731,東ソー,4042,化学,0.0730%,TOPIX Mid400
20250731,トクヤマ,4043,化学,0.0253%,TOPIX Mid400
20250731,セントラル硝子,4044,化学,0.0099%,TOPIX Small 1
20250731,東亞合成,4045,化学,0.0150%,TOPIX Mid400
20250731,大阪ソーダ,4046,化学,0.0156%,TOPIX Small 1
20250731,関東電化工業,4047,化学,0.0044%,TOPIX Small 1
20250731,ＧＭＯフィナンシャルゲート,4051,情報・通信業,0.0019%,TOPIX Small 2
20250731,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,情報・通信業,0.0011%,TOPIX Small 2
20250731,デンカ,4061,化学,0.0186%,TOPIX Mid400
20250731,イビデン,4062,電気機器,0.0897%,TOPIX Mid400
20250731,信越化学工業,4063,化学,0.9377%,TOPIX Core30
20250731,日本カーバイド工業,4064,化学,0.0024%,TOPIX Small 2
20250731,プラスアルファ・コンサルティング,4071,情報・通信業,0.0070%,TOPIX Small 1
20250731,電算システムホールディングス,4072,情報・通信業,0.0028%,TOPIX Small 2
20250731,堺化学工業,4078,化学,0.0048%,TOPIX Small 1
20250731,第一稀元素化学工業,4082,化学,0.0018%,TOPIX Small 2
20250731,エア・ウォーター,4088,化学,0.0508%,TOPIX Mid400
20250731,日本酸素ホールディングス,4091,化学,0.1251%,TOPIX Mid400
20250731,日本化学工業,4092,化学,0.0019%,TOPIX Small 2
20250731,日本パーカライジング,4095,化学,0.0148%,TOPIX Small 1
20250731,高圧ガス工業,4097,化学,0.0038%,TOPIX Small 2
20250731,四国化成ホールディングス,4099,化学,0.0057%,TOPIX Small 2
20250731,戸田工業,4100,化学,0.0007%,TOPIX Small 2
20250731,ステラ　ケミファ,4109,化学,0.0055%,TOPIX Small 1
20250731,保土谷化学工業,4112,化学,0.0023%,TOPIX Small 2
20250731,日本触媒,4114,化学,0.0264%,TOPIX Mid400
20250731,大日精化工業,4116,化学,0.0055%,TOPIX Small 2
20250731,カネカ,4118,化学,0.0254%,TOPIX Mid400
20250731,協和キリン,4151,医薬品,0.0734%,TOPIX Mid400
20250731,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,4180,情報・通信業,0.0142%,TOPIX Small 1
20250731,三菱瓦斯化学,4182,化学,0.0496%,TOPIX Mid400
20250731,三井化学,4183,化学,0.0732%,TOPIX Mid400
20250731,東京応化工業,4186,化学,0.0476%,TOPIX Mid400
20250731,大阪有機化学工業,4187,化学,0.0059%,TOPIX Small 1
20250731,三菱ケミカルグループ,4188,化学,0.1451%,TOPIX Large70
20250731,ＫＨネオケム,4189,化学,0.0115%,TOPIX Small 1
20250731,ビジョナル,4194,情報・通信業,0.0341%,TOPIX Mid400
20250731,ダイセル,4202,化学,0.0343%,TOPIX Mid400
20250731,住友ベークライト,4203,化学,0.0334%,TOPIX Mid400
20250731,積水化学工業,4204,化学,0.1246%,TOPIX Mid400
20250731,日本ゼオン,4205,化学,0.0279%,TOPIX Mid400
20250731,アイカ工業,4206,化学,0.0226%,TOPIX Mid400
20250731,ＵＢＥ,4208,化学,0.0287%,TOPIX Mid400
20250731,積水樹脂,4212,化学,0.0068%,TOPIX Small 1
20250731,旭有機材,4216,化学,0.0070%,TOPIX Small 1
20250731,ニチバン,4218,化学,0.0030%,TOPIX Small 2
20250731,リケンテクノス,4220,化学,0.0048%,TOPIX Small 2
20250731,大倉工業,4221,化学,0.0054%,TOPIX Small 2
20250731,積水化成品工業,4228,化学,0.0012%,TOPIX Small 2
20250731,群栄化学工業,4229,化学,0.0016%,TOPIX Small 2
20250731,ダイキョーニシカワ,4246,化学,0.0038%,TOPIX Small 2
20250731,森六,4249,化学,0.0031%,TOPIX Small 2
20250731,恵和,4251,化学,0.0019%,TOPIX Small 2
20250731,日本化薬,4272,化学,0.0223%,TOPIX Mid400
20250731,カーリット,4275,化学,0.0031%,TOPIX Small 2
20250731,ＣＬホールディングス,4286,サービス業,0.0005%,TOPIX Small 2
20250731,プレステージ・インターナショナル,4290,サービス業,0.0075%,TOPIX Small 1
20250731,ハイマックス,4299,情報・通信業,0.0009%,TOPIX Small 2
20250731,アミューズ,4301,サービス業,0.0025%,TOPIX Small 2
20250731,野村総合研究所,4307,情報・通信業,0.3133%,TOPIX Mid400
20250731,ドリームインキュベータ,4310,サービス業,0.0015%,TOPIX Small 2
20250731,クイック,4318,サービス業,0.0040%,TOPIX Small 2
20250731,日本システム技術,4323,情報・通信業,0.0042%,TOPIX Small 2
20250731,電通グループ,4324,サービス業,0.0711%,TOPIX Mid400
20250731,インテージホールディングス,4326,情報・通信業,0.0035%,TOPIX Small 2
20250731,テイクアンドギヴ・ニーズ,4331,サービス業,0.0011%,TOPIX Small 2
20250731,東邦システムサイエンス,4333,情報・通信業,0.0014%,TOPIX Small 2
20250731,ぴあ,4337,サービス業,0.0025%,TOPIX Small 2
20250731,イオンファンタジー,4343,サービス業,0.0038%,TOPIX Small 2
20250731,ソースネクスト,4344,情報・通信業,0.0022%,TOPIX Small 2
20250731,シーティーエス,4345,サービス業,0.0030%,TOPIX Small 2
20250731,メディカルシステムネットワーク,4350,小売業,0.0012%,TOPIX Small 2
20250731,日本精化,4362,化学,0.0044%,TOPIX Small 2
20250731,扶桑化学工業,4368,化学,0.0096%,TOPIX Small 1
20250731,トリケミカル研究所,4369,化学,0.0091%,TOPIX Small 1
20250731,シンプレクス・ホールディングス,4373,情報・通信業,0.0196%,TOPIX Small 1
20250731,ＨＥＲＯＺ,4382,情報・通信業,0.0010%,TOPIX Small 2
20250731,ラクスル,4384,情報・通信業,0.0060%,TOPIX Small 1
20250731,メルカリ,4385,情報・通信業,0.0309%,TOPIX Mid400
20250731,アイ・ピー・エス,4390,情報・通信業,0.0019%,TOPIX Small 2
20250731,システムサポートホールディングス,4396,情報・通信業,0.0023%,TOPIX Small 2
20250731,ＡＤＥＫＡ,4401,化学,0.0250%,TOPIX Mid400
20250731,日油,4403,化学,0.0833%,TOPIX Mid400
20250731,ハリマ化成グループ,4410,化学,0.0016%,TOPIX Small 2
20250731,ボードルア,4413,情報・通信業,0.0019%,TOPIX Small 2
20250731,イーソル,4420,情報・通信業,0.0009%,TOPIX Small 2
20250731,ウイングアーク１ｓｔ,4432,情報・通信業,0.0091%,TOPIX Small 1
20250731,ヒト・コミュニケーションズ・ホールディングス,4433,情報・通信業,0.0011%,TOPIX Small 2
20250731,サーバーワークス,4434,情報・通信業,0.0009%,TOPIX Small 2
20250731,Ｓａｎｓａｎ,4443,情報・通信業,0.0131%,TOPIX Small 1
20250731,ギフティ,4449,情報・通信業,0.0026%,TOPIX Small 2
20250731,花王,4452,化学,0.3978%,TOPIX Large70
20250731,第一工業製薬,4461,化学,0.0045%,TOPIX Small 2
20250731,石原ケミカル,4462,化学,0.0020%,TOPIX Small 2
20250731,三洋化成工業,4471,化学,0.0059%,TOPIX Small 1
20250731,メドレー,4480,情報・通信業,0.0091%,TOPIX Small 1
20250731,ベース,4481,情報・通信業,0.0036%,TOPIX Small 1
20250731,ＪＭＤＣ,4483,情報・通信業,0.0116%,TOPIX Mid400
20250731,武田薬品工業,4502,医薬品,0.8977%,TOPIX Core30
20250731,アステラス製薬,4503,医薬品,0.3326%,TOPIX Large70
20250731,住友ファーマ,4506,医薬品,0.0283%,TOPIX Small 1
20250731,塩野義製薬,4507,医薬品,0.2029%,TOPIX Large70
20250731,日本新薬,4516,医薬品,0.0206%,TOPIX Mid400
20250731,中外製薬,4519,医薬品,0.5534%,TOPIX Large70
20250731,科研製薬,4521,医薬品,0.0156%,TOPIX Mid400
20250731,エーザイ,4523,医薬品,0.1339%,TOPIX Large70
20250731,理研ビタミン,4526,食料品,0.0054%,TOPIX Small 2
20250731,ロート製薬,4527,医薬品,0.0552%,TOPIX Mid400
20250731,小野薬品工業,4528,医薬品,0.0831%,TOPIX Mid400
20250731,久光製薬,4530,医薬品,0.0191%,TOPIX Mid400
20250731,持田製薬,4534,医薬品,0.0091%,TOPIX Small 1
20250731,参天製薬,4536,医薬品,0.0716%,TOPIX Mid400
20250731,扶桑薬品工業,4538,医薬品,0.0021%,TOPIX Small 2
20250731,ツムラ,4540,医薬品,0.0308%,TOPIX Mid400
20250731,テルモ,4543,精密機器,0.4075%,TOPIX Large70
20250731,Ｈ．Ｕ．グループホールディングス,4544,サービス業,0.0235%,TOPIX Mid400
20250731,キッセイ薬品工業,4547,医薬品,0.0168%,TOPIX Small 1
20250731,生化学工業,4548,医薬品,0.0030%,TOPIX Small 2
20250731,栄研化学,4549,医薬品,0.0091%,TOPIX Small 1
20250731,鳥居薬品,4551,医薬品,0.0033%,TOPIX Small 2
20250731,ＪＣＲファーマ,4552,医薬品,0.0047%,TOPIX Small 1
20250731,東和薬品,4553,医薬品,0.0107%,TOPIX Small 1
20250731,富士製薬工業,4554,医薬品,0.0025%,TOPIX Small 2
20250731,ゼリア新薬工業,4559,医薬品,0.0080%,TOPIX Small 1
20250731,ネクセラファーマ,4565,医薬品,0.0097%,TOPIX Small 1
20250731,第一三共,4568,医薬品,0.8205%,TOPIX Core30
20250731,杏林製薬,4569,医薬品,0.0074%,TOPIX Small 1
20250731,大幸薬品,4574,医薬品,0.0014%,TOPIX Small 2
20250731,ダイト,4577,医薬品,0.0039%,TOPIX Small 2
20250731,大塚ホールディングス,4578,医薬品,0.3907%,TOPIX Large70
20250731,ペプチドリーム,4587,医薬品,0.0198%,TOPIX Mid400
20250731,大日本塗料,4611,化学,0.0033%,TOPIX Small 2
20250731,日本ペイントホールディングス,4612,化学,0.1638%,TOPIX Mid400
20250731,関西ペイント,4613,化学,0.0412%,TOPIX Mid400
20250731,中国塗料,4617,化学,0.0169%,TOPIX Small 1
20250731,藤倉化成,4620,化学,0.0017%,TOPIX Small 2
20250731,太陽ホールディングス,4626,化学,0.0277%,TOPIX Small 1
20250731,ＤＩＣ,4631,化学,0.0255%,TOPIX Mid400
20250731,サカタインクス,4633,化学,0.0115%,TOPIX Small 1
20250731,ａｒｔｉｅｎｃｅ,4634,化学,0.0145%,TOPIX Small 1
20250731,アルプス技研,4641,サービス業,0.0056%,TOPIX Small 2
20250731,サニックスホールディングス,4651,サービス業,0.0009%,TOPIX Small 2
20250731,日本空調サービス,4658,サービス業,0.0031%,TOPIX Small 2
20250731,オリエンタルランド,4661,サービス業,0.4521%,TOPIX Large70
20250731,フォーカスシステムズ,4662,情報・通信業,0.0023%,TOPIX Small 2
20250731,ダスキン,4665,サービス業,0.0206%,TOPIX Mid400
20250731,パーク２４,4666,不動産業,0.0323%,TOPIX Mid400
20250731,明光ネットワークジャパン,4668,サービス業,0.0024%,TOPIX Small 2
20250731,ファルコホールディングス,4671,サービス業,0.0024%,TOPIX Small 2
20250731,クレスコ,4674,情報・通信業,0.0065%,TOPIX Small 2
20250731,フジ・メディア・ホールディングス,4676,情報・通信業,0.0822%,TOPIX Mid400
20250731,ラウンドワン,4680,サービス業,0.0362%,TOPIX Small 1
20250731,リゾートトラスト,4681,サービス業,0.0365%,TOPIX Mid400
20250731,オービック,4684,情報・通信業,0.2418%,TOPIX Mid400
20250731,ジャストシステム,4686,情報・通信業,0.0132%,TOPIX Small 1
20250731,ＴＤＣソフト,4687,情報・通信業,0.0053%,TOPIX Small 2
20250731,ＬＩＮＥヤフー,4689,情報・通信業,0.2135%,TOPIX Large70
20250731,ビー・エム・エル,4694,サービス業,0.0107%,TOPIX Small 1
20250731,トレンドマイクロ,4704,情報・通信業,0.1281%,TOPIX Mid400
20250731,ＩＤホールディングス,4709,情報・通信業,0.0039%,TOPIX Small 2
20250731,リソー教育,4714,サービス業,0.0033%,TOPIX Small 2
20250731,日本オラクル,4716,情報・通信業,0.0754%,TOPIX Mid400
20250731,早稲田アカデミー,4718,サービス業,0.0035%,TOPIX Small 2
20250731,アルファシステムズ,4719,情報・通信業,0.0027%,TOPIX Small 2
20250731,フューチャー,4722,情報・通信業,0.0121%,TOPIX Small 1
20250731,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,4725,情報・通信業,0.0030%,TOPIX Small 2
20250731,ユー・エス・エス,4732,サービス業,0.0769%,TOPIX Mid400
20250731,オービックビジネスコンサルタント,4733,情報・通信業,0.0355%,TOPIX Mid400
20250731,アイティフォー,4743,情報・通信業,0.0042%,TOPIX Small 2
20250731,東京個別指導学院,4745,サービス業,0.0011%,TOPIX Small 2
20250731,東計電算,4746,情報・通信業,0.0027%,TOPIX Small 2
20250731,サイバーエージェント,4751,サービス業,0.0765%,TOPIX Mid400
20250731,楽天グループ,4755,サービス業,0.1497%,TOPIX Mid400
20250731,クリーク・アンド・リバー社,4763,サービス業,0.0019%,TOPIX Small 2
20250731,ＳＢＩグローバルアセットマネジメント,4765,サービス業,0.0030%,TOPIX Small 2
20250731,テー・オー・ダブリュー,4767,サービス業,0.0014%,TOPIX Small 2
20250731,大塚商会,4768,情報・通信業,0.0781%,TOPIX Mid400
20250731,サイボウズ,4776,情報・通信業,0.0134%,TOPIX Small 1
20250731,ＧＭＯインターネット,4784,サービス業,0.0009%,TOPIX Small 2
20250731,山田コンサルティンググループ,4792,サービス業,0.0021%,TOPIX Small 2
20250731,セントラルスポーツ,4801,サービス業,0.0023%,TOPIX Small 2
20250731,パラカ,4809,不動産業,0.0012%,TOPIX Small 2
20250731,電通総研,4812,情報・通信業,0.0194%,TOPIX Small 1
20250731,ＡＣＣＥＳＳ,4813,情報・通信業,0.0018%,TOPIX Small 2
20250731,デジタルガレージ,4819,情報・通信業,0.0154%,TOPIX Small 1
20250731,イーエムシステムズ,4820,情報・通信業,0.0024%,TOPIX Small 2
20250731,ウェザーニューズ,4825,情報・通信業,0.0085%,TOPIX Small 1
20250731,ＣＩＪ,4826,情報・通信業,0.0033%,TOPIX Small 2
20250731,ビジネスエンジニアリング,4828,情報・通信業,0.0029%,TOPIX Small 2
20250731,ＷＯＷＯＷ,4839,情報・通信業,0.0026%,TOPIX Small 2
20250731,スカラ,4845,情報・通信業,0.0010%,TOPIX Small 2
20250731,フルキャストホールディングス,4848,サービス業,0.0032%,TOPIX Small 2
20250731,エン・ジャパン,4849,サービス業,0.0071%,TOPIX Small 1
20250731,セルソース,4880,医薬品,0.0010%,TOPIX Small 2
20250731,あすか製薬ホールディングス,4886,医薬品,0.0051%,TOPIX Small 2
20250731,サワイグループホールディングス,4887,医薬品,0.0242%,TOPIX Mid400
20250731,富士フイルムホールディングス,4901,化学,0.4571%,TOPIX Large70
20250731,コニカミノルタ,4902,電気機器,0.0265%,TOPIX Mid400
20250731,資生堂,4911,化学,0.1144%,TOPIX Large70
20250731,ライオン,4912,化学,0.0407%,TOPIX Mid400
20250731,高砂香料工業,4914,化学,0.0118%,TOPIX Small 2
20250731,マンダム,4917,化学,0.0069%,TOPIX Small 1
20250731,ミルボン,4919,化学,0.0099%,TOPIX Small 1
20250731,コーセー,4922,化学,0.0316%,TOPIX Mid400
20250731,コタ,4923,化学,0.0035%,TOPIX Small 2
20250731,ポーラ・オルビスホールディングス,4927,化学,0.0157%,TOPIX Mid400
20250731,ノエビアホールディングス,4928,化学,0.0099%,TOPIX Small 1
20250731,新日本製薬,4931,化学,0.0031%,TOPIX Small 2
20250731,Ｉ－ｎｅ,4933,化学,0.0011%,TOPIX Small 2
20250731,アクシージア,4936,化学,0.0007%,TOPIX Small 2
20250731,エステー,4951,化学,0.0027%,TOPIX Small 2
20250731,コニシ,4956,化学,0.0092%,TOPIX Small 2
20250731,長谷川香料,4958,化学,0.0144%,TOPIX Small 1
20250731,小林製薬,4967,化学,0.0334%,TOPIX Mid400
20250731,荒川化学工業,4968,化学,0.0025%,TOPIX Small 2
20250731,メック,4971,化学,0.0051%,TOPIX Small 1
20250731,日本高純度化学,4973,化学,0.0019%,TOPIX Small 2
20250731,タカラバイオ,4974,化学,0.0067%,TOPIX Small 1
20250731,ＪＣＵ,4975,化学,0.0094%,TOPIX Small 1
20250731,ＯＡＴアグリオ,4979,化学,0.0022%,TOPIX Small 2
20250731,デクセリアルズ,4980,化学,0.0451%,TOPIX Mid400
20250731,アース製薬,4985,化学,0.0107%,TOPIX Small 1
20250731,北興化学工業,4992,化学,0.0027%,TOPIX Small 2
20250731,大成ラミックグループ,4994,化学,0.0018%,TOPIX Small 2
20250731,クミアイ化学工業,4996,化学,0.0087%,TOPIX Small 1
20250731,日本農薬,4997,化学,0.0033%,TOPIX Small 2
20250731,ニチレキグループ,5011,石油・石炭製品,0.0076%,TOPIX Small 2
20250731,ユシロ,5013,石油・石炭製品,0.0027%,TOPIX Small 2
20250731,ＪＸ金属,5016,非鉄金属,0.0557%,TOPIX Mid400
20250731,富士石油,5017,石油・石炭製品,0.0021%,TOPIX Small 2
20250731,出光興産,5019,石油・石炭製品,0.1006%,TOPIX Mid400
20250731,ＥＮＥＯＳホールディングス,5020,石油・石炭製品,0.2886%,TOPIX Large70
20250731,コスモエネルギーホールディングス,5021,石油・石炭製品,0.0532%,TOPIX Mid400
20250731,ＡＮＹＣＯＬＯＲ,5032,情報・通信業,0.0156%,TOPIX Small 1
20250731,テスホールディングス,5074,建設業,0.0025%,TOPIX Small 2
20250731,インフロニア・ホールディングス,5076,建設業,0.0316%,TOPIX Mid400
20250731,横浜ゴム,5101,ゴム製品,0.0583%,TOPIX Mid400
20250731,ＴＯＹＯ　ＴＩＲＥ,5105,ゴム製品,0.0486%,TOPIX Mid400
20250731,ブリヂストン,5108,ゴム製品,0.4311%,TOPIX Large70
20250731,住友ゴム工業,5110,ゴム製品,0.0450%,TOPIX Mid400
20250731,藤倉コンポジット,5121,ゴム製品,0.0037%,TOPIX Small 2
20250731,オカモト,5122,ゴム製品,0.0065%,TOPIX Small 2
20250731,アキレス,5142,化学,0.0014%,TOPIX Small 2
20250731,フコク,5185,ゴム製品,0.0025%,TOPIX Small 2
20250731,ニッタ,5186,ゴム製品,0.0097%,TOPIX Small 2
20250731,住友理工,5191,ゴム製品,0.0089%,TOPIX Small 1
20250731,三ツ星ベルト,5192,ゴム製品,0.0120%,TOPIX Small 1
20250731,バンドー化学,5195,ゴム製品,0.0064%,TOPIX Small 2
20250731,ＡＧＣ,5201,ガラス・土石製品,0.1062%,TOPIX Mid400
20250731,日本板硝子,5202,ガラス・土石製品,0.0062%,TOPIX Small 1
20250731,有沢製作所,5208,化学,0.0056%,TOPIX Small 1
20250731,日本電気硝子,5214,ガラス・土石製品,0.0325%,TOPIX Mid400
20250731,オハラ,5218,ガラス・土石製品,0.0011%,TOPIX Small 2
20250731,住友大阪セメント,5232,ガラス・土石製品,0.0165%,TOPIX Mid400
20250731,太平洋セメント,5233,ガラス・土石製品,0.0550%,TOPIX Mid400
20250731,日本ヒューム,5262,ガラス・土石製品,0.0055%,TOPIX Small 2
20250731,日本コンクリート工業,5269,ガラス・土石製品,0.0014%,TOPIX Small 2
20250731,三谷セキサン,5273,ガラス・土石製品,0.0073%,TOPIX Small 2
20250731,アジアパイルホールディングス,5288,ガラス・土石製品,0.0034%,TOPIX Small 2
20250731,東海カーボン,5301,ガラス・土石製品,0.0250%,TOPIX Mid400
20250731,日本カーボン,5302,ガラス・土石製品,0.0057%,TOPIX Small 1
20250731,東洋炭素,5310,ガラス・土石製品,0.0101%,TOPIX Small 1
20250731,ノリタケ,5331,ガラス・土石製品,0.0112%,TOPIX Small 1
20250731,ＴＯＴＯ,5332,ガラス・土石製品,0.0678%,TOPIX Mid400
20250731,日本碍子,5333,ガラス・土石製品,0.0512%,TOPIX Mid400
20250731,日本特殊陶業,5334,ガラス・土石製品,0.1025%,TOPIX Mid400
20250731,ＭＡＲＵＷＡ,5344,ガラス・土石製品,0.0458%,TOPIX Mid400
20250731,品川リフラクトリーズ,5351,ガラス・土石製品,0.0051%,TOPIX Small 1
20250731,黒崎播磨,5352,ガラス・土石製品,0.0056%,TOPIX Small 1
20250731,ヨータイ,5357,ガラス・土石製品,0.0021%,TOPIX Small 2
20250731,フジミインコーポレーテッド,5384,ガラス・土石製品,0.0147%,TOPIX Small 1
20250731,ニチアス,5393,ガラス・土石製品,0.0354%,TOPIX Mid400
20250731,日本製鉄,5401,鉄鋼,0.3653%,TOPIX Large70
20250731,神戸製鋼所,5406,鉄鋼,0.0827%,TOPIX Mid400
20250731,中山製鋼所,5408,鉄鋼,0.0033%,TOPIX Small 1
20250731,合同製鐵,5410,鉄鋼,0.0053%,TOPIX Small 1
20250731,ＪＦＥホールディングス,5411,鉄鋼,0.1303%,TOPIX Mid400
20250731,東京製鐵,5423,鉄鋼,0.0109%,TOPIX Small 1
20250731,共英製鋼,5440,鉄鋼,0.0052%,TOPIX Small 1
20250731,大和工業,5444,鉄鋼,0.0396%,TOPIX Mid400
20250731,東京鐵鋼,5445,鉄鋼,0.0060%,TOPIX Small 1
20250731,大阪製鐵,5449,鉄鋼,0.0029%,TOPIX Small 2
20250731,淀川製鋼所,5451,鉄鋼,0.0133%,TOPIX Small 1
20250731,中部鋼鈑,5461,鉄鋼,0.0044%,TOPIX Small 1
20250731,丸一鋼管,5463,鉄鋼,0.0277%,TOPIX Mid400
20250731,モリ工業,5464,鉄鋼,0.0028%,TOPIX Small 2
20250731,大同特殊鋼,5471,鉄鋼,0.0181%,TOPIX Mid400
20250731,日本冶金工業,5480,鉄鋼,0.0070%,TOPIX Small 1
20250731,愛知製鋼,5482,鉄鋼,0.0126%,TOPIX Small 1
20250731,大平洋金属,5541,鉄鋼,0.0042%,TOPIX Small 2
20250731,新日本電工,5563,鉄鋼,0.0038%,TOPIX Small 1
20250731,栗本鐵工所,5602,鉄鋼,0.0090%,TOPIX Small 2
20250731,日本製鋼所,5631,機械,0.0691%,TOPIX Mid400
20250731,三菱製鋼,5632,鉄鋼,0.0030%,TOPIX Small 2
20250731,日本精線,5659,鉄鋼,0.0021%,TOPIX Small 2
20250731,エンビプロ・ホールディングス,5698,鉄鋼,0.0012%,TOPIX Small 2
20250731,大紀アルミニウム工業所,5702,非鉄金属,0.0037%,TOPIX Small 1
20250731,日本軽金属ホールディングス,5703,非鉄金属,0.0127%,TOPIX Small 1
20250731,三井金属鉱業,5706,非鉄金属,0.0398%,TOPIX Mid400
20250731,東邦亜鉛,5707,非鉄金属,0.0014%,TOPIX Small 2
20250731,三菱マテリアル,5711,非鉄金属,0.0410%,TOPIX Mid400
20250731,住友金属鉱山,5713,非鉄金属,0.1049%,TOPIX Mid400
20250731,ＤＯＷＡホールディングス,5714,非鉄金属,0.0330%,TOPIX Mid400
20250731,古河機械金属,5715,非鉄金属,0.0071%,TOPIX Small 2
20250731,大阪チタニウムテクノロジーズ,5726,非鉄金属,0.0071%,TOPIX Small 1
20250731,東邦チタニウム,5727,非鉄金属,0.0070%,TOPIX Small 1
20250731,ＵＡＣＪ,5741,非鉄金属,0.0199%,TOPIX Small 1
20250731,ＣＫサンエツ,5757,非鉄金属,0.0023%,TOPIX Small 2
